code_id,code,code_tokens
455,"def add_observer(self, callback):
        
        if callback in self._observers:
            raise ValueError(
                             .format(callback, self))
        self._observers.append(callback)","[""def"", ""add"", ""observer"", ""("", ""self"", "","", ""callback"", "")"", "":"", ""if"", ""callback"", ""in"", ""self"", ""."", ""observers"", "":"", ""raise"", ""value"", ""error"", ""("", ""."", ""format"", ""("", ""callback"", "","", ""self"", "")"", "")"", ""self"", ""."", ""observers"", ""."", ""append"", ""("", ""callback"", "")""]"
456,"def fully_expanded_path(self):
        
        return os.path.abspath(
            os.path.normpath(
                os.path.normcase(
                    os.path.expandvars(
                        os.path.expanduser(self.path)))))","[""def"", ""fully"", ""expanded"", ""path"", ""("", ""self"", "")"", "":"", ""return"", ""os"", ""."", ""path"", ""."", ""abspath"", ""("", ""os"", ""."", ""path"", ""."", ""normpath"", ""("", ""os"", ""."", ""path"", ""."", ""normcase"", ""("", ""os"", ""."", ""path"", ""."", ""expandvars"", ""("", ""os"", ""."", ""path"", ""."", ""expanduser"", ""("", ""self"", ""."", ""path"", "")"", "")"", "")"", "")"", "")""]"
457,"def default_config_filename(root_dir=None):
        
        root_dir = Path(root_dir) if root_dir else Path().abspath()
        locale_dir = root_dir / 
        if not os.path.exists(locale_dir):
            locale_dir = root_dir /  / 
        return locale_dir / BASE_CONFIG_FILENAME","[""def"", ""default"", ""config"", ""filename"", ""("", ""root"", ""dir"", ""="", ""none"", "")"", "":"", ""root"", ""dir"", ""="", ""path"", ""("", ""root"", ""dir"", "")"", ""if"", ""root"", ""dir"", ""else"", ""path"", ""("", "")"", ""."", ""abspath"", ""("", "")"", ""locale"", ""dir"", ""="", ""root"", ""dir"", ""/"", ""if"", ""not"", ""os"", ""."", ""path"", ""."", ""exists"", ""("", ""locale"", ""dir"", "")"", "":"", ""locale"", ""dir"", ""="", ""root"", ""dir"", ""/"", ""/"", ""return"", ""locale"", ""dir"", ""/"", ""base"", ""config"", ""filename""]"
458,"def _download_repodata(self, checked_repos):
        
        self._files_downloaded = []
        self._repodata_files = []
        self.__counter = -1

        if checked_repos:
            for repo in checked_repos:
                path = self._repo_url_to_path(repo)
                self._files_downloaded.append(path)
                self._repodata_files.append(path)
                worker = self.download_async(repo, path)
                worker.url = repo
                worker.path = path
                worker.sig_finished.connect(self._repodata_downloaded)
        else:
            
            
            path = self._get_repodata_from_meta()
            self._repodata_files = [path]
            self._repodata_downloaded()","[""def"", ""download"", ""repodata"", ""("", ""self"", "","", ""checked"", ""repos"", "")"", "":"", ""self"", ""."", ""files"", ""downloaded"", ""="", ""["", ""]"", ""self"", ""."", ""repodata"", ""files"", ""="", ""["", ""]"", ""self"", ""."", ""counter"", ""="", ""-"", ""<"", ""num"", "">"", ""if"", ""checked"", ""repos"", "":"", ""for"", ""repo"", ""in"", ""checked"", ""repos"", "":"", ""path"", ""="", ""self"", ""."", ""repo"", ""url"", ""to"", ""path"", ""("", ""repo"", "")"", ""self"", ""."", ""files"", ""downloaded"", ""."", ""append"", ""("", ""path"", "")"", ""self"", ""."", ""repodata"", ""files"", ""."", ""append"", ""("", ""path"", "")"", ""worker"", ""="", ""self"", ""."", ""download"", ""async"", ""("", ""repo"", "","", ""path"", "")"", ""worker"", ""."", ""url"", ""="", ""repo"", ""worker"", ""."", ""path"", ""="", ""path"", ""worker"", ""."", ""sig"", ""finished"", ""."", ""connect"", ""("", ""self"", ""."", ""repodata"", ""downloaded"", "")"", ""else"", "":"", ""path"", ""="", ""self"", ""."", ""get"", ""repodata"", ""from"", ""meta"", ""("", "")"", ""self"", ""."", ""repodata"", ""files"", ""="", ""["", ""path"", ""]"", ""self"", ""."", ""repodata"", ""downloaded"", ""("", "")""]"
459,"def create(self, create_missing=None):
        
        return HostGroup(
            self._server_config,
            id=self.create_json(create_missing)[],
        ).read()","[""def"", ""create"", ""("", ""self"", "","", ""create"", ""missing"", ""="", ""none"", "")"", "":"", ""return"", ""host"", ""group"", ""("", ""self"", ""."", ""server"", ""config"", "","", ""id"", ""="", ""self"", ""."", ""create"", ""json"", ""("", ""create"", ""missing"", "")"", ""["", ""]"", "","", "")"", ""."", ""read"", ""("", "")""]"
460,"def end_date(self) -> Optional[datetime.date]:
        
        if not self.intervals:
            return None
        return self.end_datetime().date()","[""def"", ""end"", ""date"", ""("", ""self"", "")"", ""-"", "">"", ""optional"", ""["", ""datetime"", ""."", ""date"", ""]"", "":"", ""if"", ""not"", ""self"", ""."", ""intervals"", "":"", ""return"", ""none"", ""return"", ""self"", ""."", ""end"", ""datetime"", ""("", "")"", ""."", ""date"", ""("", "")""]"
461,"def removeComments(element):
    
    global _num_bytes_saved_in_comments
    num = 0

    if isinstance(element, xml.dom.minidom.Comment):
        _num_bytes_saved_in_comments += len(element.data)
        element.parentNode.removeChild(element)
        num += 1
    else:
        for subelement in element.childNodes[:]:
            num += removeComments(subelement)

    return num","[""def"", ""remove"", ""comments"", ""("", ""element"", "")"", "":"", ""global"", ""num"", ""bytes"", ""saved"", ""in"", ""comments"", ""num"", ""="", ""<"", ""num"", "">"", ""if"", ""isinstance"", ""("", ""element"", "","", ""xml"", ""."", ""dom"", ""."", ""minidom"", ""."", ""comment"", "")"", "":"", ""num"", ""bytes"", ""saved"", ""in"", ""comments"", ""+"", ""="", ""len"", ""("", ""element"", ""."", ""data"", "")"", ""element"", ""."", ""parent"", ""node"", ""."", ""remove"", ""child"", ""("", ""element"", "")"", ""num"", ""+"", ""="", ""<"", ""num"", "">"", ""else"", "":"", ""for"", ""subelement"", ""in"", ""element"", ""."", ""child"", ""nodes"", ""["", "":"", ""]"", "":"", ""num"", ""+"", ""="", ""remove"", ""comments"", ""("", ""subelement"", "")"", ""return"", ""num""]"
462,"def fs_r_sup(self, DF, N=None):
		
		if not hasattr(self, ):
			self.fs_c(N=self.rank)  

		if N and (not isinstance(N, int) or N <= 0):
			raise ValueError(""ncols should be a positive integer."")
		s = -sqrt(self.E) if self.cor else self.s
		N = min(N, self.rank) if N else self.rank
		S_inv = diagsvd(-1/s[:N], len(self.G.T), N)
		
		return _mul(DF.div(DF.sum(axis=1), axis=0), self.G, S_inv)[:, :N]","[""def"", ""fs"", ""r"", ""sup"", ""("", ""self"", "","", ""df"", "","", ""n"", ""="", ""none"", "")"", "":"", ""if"", ""not"", ""hasattr"", ""("", ""self"", "","", "")"", "":"", ""self"", ""."", ""fs"", ""c"", ""("", ""n"", ""="", ""self"", ""."", ""rank"", "")"", ""if"", ""n"", ""and"", ""("", ""not"", ""isinstance"", ""("", ""n"", "","", ""int"", "")"", ""or"", ""n"", ""<"", ""="", ""<"", ""num"", "">"", "")"", "":"", ""raise"", ""value"", ""error"", ""("", ""<"", ""str"", "">"", "")"", ""s"", ""="", ""-"", ""sqrt"", ""("", ""self"", ""."", ""e"", "")"", ""if"", ""self"", ""."", ""cor"", ""else"", ""self"", ""."", ""s"", ""n"", ""="", ""min"", ""("", ""n"", "","", ""self"", ""."", ""rank"", "")"", ""if"", ""n"", ""else"", ""self"", ""."", ""rank"", ""s"", ""inv"", ""="", ""diagsvd"", ""("", ""-"", ""<"", ""num"", "">"", ""/"", ""s"", ""["", "":"", ""n"", ""]"", "","", ""len"", ""("", ""self"", ""."", ""g"", ""."", ""t"", "")"", "","", ""n"", "")"", ""return"", ""mul"", ""("", ""df"", ""."", ""div"", ""("", ""df"", ""."", ""sum"", ""("", ""axis"", ""="", ""<"", ""num"", "">"", "")"", "","", ""axis"", ""="", ""<"", ""num"", "">"", "")"", "","", ""self"", ""."", ""g"", "","", ""s"", ""inv"", "")"", ""["", "":"", "","", "":"", ""n"", ""]""]"
463,"def get_drive(self, drive_id):
        
        if not drive_id:
            return None

        url = self.build_url(
            self._endpoints.get().format(id=drive_id))

        response = self.con.get(url)
        if not response:
            return None

        drive = response.json()

        
        return self.drive_constructor(con=self.con, protocol=self.protocol,
                                      main_resource=self.main_resource,
                                      **{self._cloud_data_key: drive})","[""def"", ""get"", ""drive"", ""("", ""self"", "","", ""drive"", ""id"", "")"", "":"", ""if"", ""not"", ""drive"", ""id"", "":"", ""return"", ""none"", ""url"", ""="", ""self"", ""."", ""build"", ""url"", ""("", ""self"", ""."", ""endpoints"", ""."", ""get"", ""("", "")"", ""."", ""format"", ""("", ""id"", ""="", ""drive"", ""id"", "")"", "")"", ""response"", ""="", ""self"", ""."", ""con"", ""."", ""get"", ""("", ""url"", "")"", ""if"", ""not"", ""response"", "":"", ""return"", ""none"", ""drive"", ""="", ""response"", ""."", ""json"", ""("", "")"", ""return"", ""self"", ""."", ""drive"", ""constructor"", ""("", ""con"", ""="", ""self"", ""."", ""con"", "","", ""protocol"", ""="", ""self"", ""."", ""protocol"", "","", ""main"", ""resource"", ""="", ""self"", ""."", ""main"", ""resource"", "","", ""*"", ""*"", ""{"", ""self"", ""."", ""cloud"", ""data"", ""key"", "":"", ""drive"", ""}"", "")""]"
464,"def _make_x_title(self):
        
        y = (self.height - self.margin_box.bottom + self._x_labels_height)
        if self._x_title:
            for i, title_line in enumerate(self._x_title, 1):
                text = self.svg.node(
                    self.nodes[],
                    ,
                    class_=,
                    x=self.margin_box.left + self.view.width / 2,
                    y=y + i * (self.style.title_font_size + self.spacing)
                )
                text.text = title_line","[""def"", ""make"", ""x"", ""title"", ""("", ""self"", "")"", "":"", ""y"", ""="", ""("", ""self"", ""."", ""height"", ""-"", ""self"", ""."", ""margin"", ""box"", ""."", ""bottom"", ""+"", ""self"", ""."", ""x"", ""labels"", ""height"", "")"", ""if"", ""self"", ""."", ""x"", ""title"", "":"", ""for"", ""i"", "","", ""title"", ""line"", ""in"", ""enumerate"", ""("", ""self"", ""."", ""x"", ""title"", "","", ""<"", ""num"", "">"", "")"", "":"", ""text"", ""="", ""self"", ""."", ""svg"", ""."", ""node"", ""("", ""self"", ""."", ""nodes"", ""["", ""]"", "","", "","", ""class"", ""="", "","", ""x"", ""="", ""self"", ""."", ""margin"", ""box"", ""."", ""left"", ""+"", ""self"", ""."", ""view"", ""."", ""width"", ""/"", ""<"", ""num"", "">"", "","", ""y"", ""="", ""y"", ""+"", ""i"", ""*"", ""("", ""self"", ""."", ""style"", ""."", ""title"", ""font"", ""size"", ""+"", ""self"", ""."", ""spacing"", "")"", "")"", ""text"", ""."", ""text"", ""="", ""title"", ""line""]"
465,"def connection_made(self):
        
        assert self.state == BGP_FSM_CONNECT
        
        open_msg = self._peer.create_open_msg()
        self._holdtime = open_msg.hold_time
        self.state = BGP_FSM_OPEN_SENT
        if not self.is_reactive:
            self._peer.state.bgp_state = self.state
        self.sent_open_msg = open_msg
        self.send(open_msg)
        self._peer.connection_made()","[""def"", ""connection"", ""made"", ""("", ""self"", "")"", "":"", ""assert"", ""self"", ""."", ""state"", ""="", ""="", ""bgp"", ""fsm"", ""connect"", ""open"", ""msg"", ""="", ""self"", ""."", ""peer"", ""."", ""create"", ""open"", ""msg"", ""("", "")"", ""self"", ""."", ""holdtime"", ""="", ""open"", ""msg"", ""."", ""hold"", ""time"", ""self"", ""."", ""state"", ""="", ""bgp"", ""fsm"", ""open"", ""sent"", ""if"", ""not"", ""self"", ""."", ""is"", ""reactive"", "":"", ""self"", ""."", ""peer"", ""."", ""state"", ""."", ""bgp"", ""state"", ""="", ""self"", ""."", ""state"", ""self"", ""."", ""sent"", ""open"", ""msg"", ""="", ""open"", ""msg"", ""self"", ""."", ""send"", ""("", ""open"", ""msg"", "")"", ""self"", ""."", ""peer"", ""."", ""connection"", ""made"", ""("", "")""]"
466,"def print_version():
    
    latest, current = get_versions()
    if latest is None:
        safeprint(
            (""Installed Version: {0}\n"" ""Failed to lookup latest version."").format(
                current
            )
        )
    else:
        safeprint(
            (""Installed Version: {0}\n"" ""Latest Version:    {1}\n"" ""\n{2}"").format(
                current,
                latest,
                ""You are running the latest version of the Globus CLI""
                if current == latest
                else (
                    ""You should update your version of the Globus CLI with\n""
                    ""  globus update""
                )
                if current < latest
                else ""You are running a preview version of the Globus CLI"",
            )
        )

    
    
    if is_verbose():
        moddata = _get_package_data()

        safeprint(""\nVerbose Data\n---"")

        safeprint(""platform:"")
        safeprint(""  platform: {}"".format(platform.platform()))
        safeprint(""  py_implementation: {}"".format(platform.python_implementation()))
        safeprint(""  py_version: {}"".format(platform.python_version()))
        safeprint(""  sys.executable: {}"".format(sys.executable))
        safeprint(""  site.USER_BASE: {}"".format(site.USER_BASE))

        safeprint(""modules:"")
        for mod, modversion, modfile, modpath in moddata:
            safeprint(""  {}:"".format(mod))
            safeprint(""    __version__: {}"".format(modversion))
            safeprint(""    __file__: {}"".format(modfile))
            safeprint(""    __path__: {}"".format(modpath))","[""def"", ""print"", ""version"", ""("", "")"", "":"", ""latest"", "","", ""current"", ""="", ""get"", ""versions"", ""("", "")"", ""if"", ""latest"", ""is"", ""none"", "":"", ""safeprint"", ""("", ""("", ""<"", ""str"", "">"", ""<"", ""str"", "">"", "")"", ""."", ""format"", ""("", ""current"", "")"", "")"", ""else"", "":"", ""safeprint"", ""("", ""("", ""<"", ""str"", "">"", ""<"", ""str"", "">"", ""<"", ""str"", "">"", "")"", ""."", ""format"", ""("", ""current"", "","", ""latest"", "","", ""<"", ""str"", "">"", ""if"", ""current"", ""="", ""="", ""latest"", ""else"", ""("", ""<"", ""str"", "">"", ""<"", ""str"", "">"", "")"", ""if"", ""current"", ""<"", ""latest"", ""else"", ""<"", ""str"", "">"", "","", "")"", "")"", ""if"", ""is"", ""verbose"", ""("", "")"", "":"", ""moddata"", ""="", ""get"", ""package"", ""data"", ""("", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""platform"", ""."", ""platform"", ""("", "")"", "")"", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""platform"", ""."", ""python"", ""implementation"", ""("", "")"", "")"", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""platform"", ""."", ""python"", ""version"", ""("", "")"", "")"", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""sys"", ""."", ""executable"", "")"", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""site"", ""."", ""user"", ""base"", "")"", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", "")"", ""for"", ""mod"", "","", ""modversion"", "","", ""modfile"", "","", ""modpath"", ""in"", ""moddata"", "":"", ""safeprint"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""mod"", "")"", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""modversion"", "")"", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""modfile"", "")"", "")"", ""safeprint"", ""("", ""<"", ""str"", "">"", ""."", ""format"", ""("", ""modpath"", "")"", "")""]"
